acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR9866675,PRJNA554776,Lawsonia intracellularis,16,other,31151,"[""Porcine-18""]",,(unnanotated),""
SRR23978779,PRJNA928765,soil metagenome,8,other,42000,,,(unnanotated),""
SRR7543971,PRJNA407863,mangrove metagenome,15,other,31164,,,(unnanotated),""
SRR26496234,PRJNA880762,seawater metagenome,11,other,37997,,,(unnanotated),""
SRR25893918,PRJNA1009937,sediment metagenome,10,other,23406,,,(unnanotated),""
SRR21875704,PRJNA888038,freshwater metagenome,14,other,90581,,,(unnanotated),""
SRR11912304,PRJNA521300,marine metagenome,14,other,56203,,,(unnanotated),""
ERR2098410,PRJEB87662,marine metagenome,9,other,23977,,"[""EuroMarine Open Science Experiment (EMOSE) 2017 edition: Inter-Comparison of Marine Plankton Metagenome Analysis Methods""]",(unnanotated),""
SRR8491465,PRJNA406801,soil metagenome,9,other,45714,"[""not applicable""]",,(unnanotated),""
DRR333391,PRJDB12736,lake water metagenome,10,other,16582,,"[""Ecogenomics of the microbial community in the water column of Lake Biwa (2018-2019)""]",Lake Biwa,0
SRR10466945,PRJNA365685,soil metagenome,16,other,111773,"[""not applicable""]",,(unnanotated),""
SRR22315505,PRJNA900590,landfill metagenome,13,other,48597,,,(unnanotated),""
SRR25158277,PRJNA983538,soil metagenome,8,other,22477,,,(unnanotated),""
SRR16630563,PRJNA776090,soil metagenome,9,other,38617,"[""Citrus reticulata""]",,(unnanotated),""
SRR16630529,PRJNA776090,soil metagenome,8,other,45094,"[""Citrus reticulata""]",,(unnanotated),""
SRR1658466,PRJNA268031,groundwater metagenome,10,other,40750,,,(unnanotated),""
SRR15377956,PRJNA714922,soil metagenome,9,other,56192,,,(unnanotated),""
SRR9006804,PRJNA539638,sheep gut metagenome,15,other,58981,"[""Ovis aries""]",,(unnanotated),""
SRR10613566,PRJNA486429,air metagenome,12,other,11129,,,(unnanotated),""
ERR10048372,PRJEB52849,Equus asinus asinus,16,other,107762,,,(unnanotated),""
SRR24085911,PRJNA951521,soil metagenome,8,other,23965,,,(unnanotated),""
SRR11482329,PRJNA623064,dust metagenome,16,other,13954,"[""Sus scrofa""]",,(unnanotated),""
SRR8382455,PRJNA512384,sediment metagenome,10,other,13654,"[""not applicable""]",,(unnanotated),""
SRR26457610,PRJNA1029123,soil metagenome,9,other,81079,"[""not applicable""]",,(unnanotated),""
SRR5277367,PRJNA365730,soil metagenome,9,other,20372,"[""not applicable""]",,(unnanotated),""
SRR26459397,PRJNA1028263,soil metagenome,11,other,14827,,,(unnanotated),""
ERR2607448,PRJEB27054,wastewater metagenome,10,other,16238,,,(unnanotated),""
SRR20707896,PRJNA860652,Equus asinus,13,other,14929,,,(unnanotated),""
SRR12358723,PRJNA623111,marine sediment metagenome,16,other,59744,,,(unnanotated),""
SRR9199086,PRJNA429145,freshwater metagenome,10,other,57562,,,(unnanotated),""
SRR18653129,PRJNA823908,seawater metagenome,15,other,101091,,,(unnanotated),""
ERR3761215,PRJEB35770,lake water metagenome,12,other,88826,,"[""ena-STUDY-BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO-11-12-2019-16:15:02:404-1223""]",(unnanotated),""
SRR9302964,PRJNA548910,freshwater metagenome,10,other,50383,"[""not applicable""]",,(unnanotated),""
SRR14219484,PRJNA721298,aquatic metagenome,15,other,31981,,,(unnanotated),""
ERR3771472,PRJEB35849,Elaphurus davidianus,9,other,18539,,"[""Cervids hologenomics - deep""]",(unnanotated),""
SRR13304096,PRJNA684647,soil metagenome,16,other,10723,,,(unnanotated),""
SRR13325286,PRJNA687334,invertebrate metagenome,13,other,37357,"[""wild grass soils""]",,(unnanotated),""
SRR8931206,PRJNA533779,soil metagenome,10,other,12188,,,(unnanotated),""
SRR6512907,PRJNA420682,bovine metagenome,15,other,15518,"[""Bos taurus""]",,(unnanotated),""
SRR27907428,PRJNA1074413,soil metagenome,8,other,27063,"[""soil""]",,(unnanotated),""
SRR26496202,PRJNA880762,seawater metagenome,10,other,34254,,,(unnanotated),""
SRR6475633,PRJNA428721,freshwater metagenome,8,other,22365,,,(unnanotated),""
SRR20217189,PRJNA808857,freshwater sediment metagenome,10,other,61455,,,(unnanotated),""
SRR16915467,PRJNA779554,soil metagenome,11,other,43017,"[""apple orchard soil""]",,(unnanotated),""
ERR4682855,PRJEB40816,wastewater metagenome,8,other,21640,,,(unnanotated),""
ERR4998647,PRJEB41762,soil metagenome,13,other,75513,,"[""DARKFUNCTIONS""]",(unnanotated),""
ERR10705259,PRJEB55540,marine sediment metagenome,13,other,23283,,"[""Marine sediment metegenomic DNA""]",(unnanotated),""
SRR11673972,PRJNA629478,activated sludge metagenome,16,other,50587,,,(unnanotated),""
SRR6963591,PRJNA444020,sediment metagenome,11,other,31192,"[""not applicable""]",,(unnanotated),""
SRR15377959,PRJNA714922,soil metagenome,12,other,59387,,,(unnanotated),""
SRR16990259,PRJNA768333,African swine fever virus,10,other,11935,"[""Sus scrofa""]",,(unnanotated),""
SRR21118915,PRJNA869873,bovine gut metagenome,10,other,17138,"[""dairy cattle""]",,(unnanotated),""
SRR26471113,PRJNA1030774,marine metagenome,8,other,28627,"[""environmental""]",,(unnanotated),""
SRR29366188,PRJNA1119519,wetland metagenome,16,other,104429,,,(unnanotated),""
SRR5574089,PRJNA375576,rhizosphere metagenome,11,other,41854,"[""not applicable""]",,(unnanotated),""
SRR12825406,PRJNA668816,riverine metagenome,8,other,36314,,,(unnanotated),""
SRR7186567,PRJNA450295,root metagenome,10,other,61021,"[""Setaria italica""]",,(unnanotated),""
SRR17274353,PRJNA783381,sheep gut metagenome,9,other,9785,"[""sheep116""]",,(unnanotated),""
SRR5248941,PRJNA366255,termite gut metagenome,10,other,55329,"[""not applicable""]",,(unnanotated),""
ERR10048364,PRJEB52849,Equus asinus asinus,15,other,94205,,,(unnanotated),""
SRR9052928,PRJNA541820,mouse gut metagenome,16,other,42867,"[""C57BL/6""]",,(unnanotated),""
SRR26496182,PRJNA880762,seawater metagenome,9,other,31529,,,(unnanotated),""
SRR8556258,PRJNA518544,peat metagenome,16,other,96389,"[""not applicable""]",,(unnanotated),""
SRR20217204,PRJNA808857,freshwater sediment metagenome,12,other,63694,,,(unnanotated),""
SRR25991875,PRJNA1013563,sediment metagenome,14,other,35524,,,(unnanotated),""
ERR4682423,PRJEB40815,wastewater metagenome,8,other,10976,,,(unnanotated),""
SRR24887468,PRJNA972099,soil metagenome,9,other,54803,,,(unnanotated),""
SRR7615666,PRJNA469102,seawater metagenome,15,other,29513,"[""not applicable""]",,(unnanotated),""
SRR30303438,PRJNA1122929,marine metagenome,9,other,26248,,,(unnanotated),""
SRR13892587,PRJNA707313,cold seep metagenome,16,other,52715,,,(unnanotated),""
ERR5029657,PRJEB42267,permafrost metagenome,14,other,198000,,"[""Frozen soil exploration""]",(unnanotated),""
SRR5195140,PRJNA362455,rhizosphere metagenome,9,other,34875,,,(unnanotated),""
SRR9663043,PRJNA539359,marine metagenome,11,other,39179,"[""not applicable""]",,(unnanotated),""
SRR6754086,PRJNA429141,freshwater metagenome,9,other,63002,,,(unnanotated),""
SRR7094833,PRJNA441479,soil metagenome,12,other,46587,"[""not applicable""]",,(unnanotated),""
SRR22388289,PRJNA858913,groundwater metagenome,8,other,39594,,,(unnanotated),""
SRR23595534,PRJNA937903,soil metagenome,10,other,33878,"[""Triticum aestivum""]",,(unnanotated),""
ERR3624096,PRJEB35096,sediment metagenome,11,other,28270,,"[""Gordon and Betty Moore Foundation (Marine Microbial Initiative Investigator Award to ND, Grant #GBMF3811)""]",(unnanotated),""
SRR9866677,PRJNA554776,Lawsonia intracellularis,16,other,17576,"[""Porcine-20""]",,(unnanotated),""
SRR3507923,PRJNA320198,soil metagenome,15,other,139201,,,(unnanotated),""
ERR7438310,PRJEB48889,Rinodina peloleuca,16,other,10678,,,(unnanotated),""
SRR12682968,PRJNA654224,sediment metagenome,8,other,48429,"[""not applicable""]",,(unnanotated),""
SRR17274332,PRJNA783381,sheep gut metagenome,9,other,11082,"[""sheep107""]",,(unnanotated),""
SRR22256703,PRJNA794347,freshwater metagenome,8,other,15807,,,(unnanotated),""
SRR11729940,PRJNA621348,rhizosphere metagenome,9,other,26196,"[""Populus trichocarpa""]",,(unnanotated),""
SRR14710883,PRJNA732531,termite gut metagenome,10,other,17600,"[""Polyspathotermes sulcifrons""]",,(unnanotated),""
SRR5581436,PRJNA375644,freshwater metagenome,12,other,59653,"[""not applicable""]",,(unnanotated),""
SRR30681623,PRJNA1149319,soil metagenome,10,other,24018,"[""natural / free-living""]",,(unnanotated),""
SRR6185295,PRJNA406039,soil metagenome,15,other,61505,"[""not applicable""]",,(unnanotated),""
SRR26413782,PRJNA1029225,sediment metagenome,10,other,21482,"[""not collected""]",,(unnanotated),""
SRR3053212,PRJNA292471,bovine metagenome,8,other,1866,"[""Bos taurus""]",,(unnanotated),""
SRR24204740,PRJNA956287,outdoor metagenome,11,other,21192,"[""not applicable""]",,(unnanotated),""
SRR26046407,PRJNA1014123,rhizosphere metagenome,15,other,84052,"[""Oryza sativa""]",,(unnanotated),""
SRR11907643,PRJNA521300,marine metagenome,16,other,47587,,,(unnanotated),""
SRR26457442,PRJNA1029065,soil metagenome,9,other,74813,"[""not applicable""]",,(unnanotated),""
SRR11673988,PRJNA629478,activated sludge metagenome,16,other,33252,,,(unnanotated),""
DRR374620,PRJDB10477,fossil metagenome,15,other,154386,,,(unnanotated),""
SRR24302416,PRJNA958613,marine metagenome,8,other,13662,,,(unnanotated),""
SRR7042370,PRJNA449266,soil metagenome,10,other,46235,,,(unnanotated),""
SRR25158504,PRJNA983538,soil metagenome,8,other,29567,,,(unnanotated),""
SRR30452385,PRJNA1152941,rhizosphere metagenome,10,other,110865,"[""Solanum lycopersicum""]",,(unnanotated),""
SRR5451810,PRJNA365505,rhizosphere metagenome,11,other,54777,"[""not applicable""]",,(unnanotated),""
SRR6056506,PRJNA405459,rhizosphere metagenome,12,other,57802,"[""not applicable""]",,(unnanotated),""
SRR21545381,PRJNA879229,hydrothermal vent metagenome,13,other,58410,,,(unnanotated),""
ERR4234199,PRJEB37465,marine metagenome,10,other,98348,,"[""Marine Ecosystem Biodiversity and Dynamics of Carbon around Kerguelen (MOBYDICK)""]",(unnanotated),""
SRR2090161,PRJNA288027,groundwater metagenome,15,other,51506,,,(unnanotated),""
SRR25638221,PRJNA1005211,soil metagenome,12,other,35537,"[""soil""]",,(unnanotated),""
SRR26937401,PRJNA1044412,compost metagenome,16,other,7372,"[""pigmanure""]",,(unnanotated),""
SRR8863203,PRJNA518309,soil metagenome,9,other,33732,"[""not applicable""]",,(unnanotated),""
SRR26496216,PRJNA880762,seawater metagenome,10,other,32020,,,(unnanotated),""
SRR29758275,PRJNA1132301,anaerobic digester metagenome,13,other,21316,,,(unnanotated),""
SRR15988949,PRJNA721962,Candidatus Harpocratesius repetitus,11,other,27408,,,(unnanotated),""
SRR7080656,PRJNA441416,seawater metagenome,8,other,24226,"[""not applicable""]",,(unnanotated),""
SRR10098301,PRJNA563872,bovine metagenome,14,other,15139,"[""Bos taurus""]",,(unnanotated),""
SRR3989306,PRJNA330099,soil metagenome,14,other,50651,"[""not applicable""]",,(unnanotated),""
ERR3858125,PRJEB36505,groundwater metagenome,12,other,18134,,,(unnanotated),""
ERR12084940,PRJNA429141,lake water metagenome,8,other,45025,,"[""PRJNA429141""]",(unnanotated),""
SRR3954447,PRJNA330082,soil metagenome,9,other,52389,"[""not applicable""]",,(unnanotated),""
SRR22013534,PRJNA892010,compost metagenome,16,other,10852,,,(unnanotated),""
SRR28298058,PRJNA1086787,sediment metagenome,12,other,16088,"[""Mangrove""]",,(unnanotated),""
SRR11714508,PRJNA622216,sediment metagenome,14,other,55434,"[""not applicable""]",,(unnanotated),""
SRR10360643,PRJNA577476,soil metagenome,8,other,37074,,,(unnanotated),""
SRR7686599,PRJNA485488,cow dung metagenome,9,other,10564,,,(unnanotated),""
SRR7093794,PRJNA441474,soil metagenome,13,other,50593,"[""not applicable""]",,(unnanotated),""
SRR12825409,PRJNA668816,riverine metagenome,13,other,29954,,,(unnanotated),""
ERR12084906,PRJNA429141,lake water metagenome,8,other,53938,,"[""PRJNA429141""]",(unnanotated),""
SRR10036066,PRJNA562643,freshwater metagenome,10,other,15456,,,(unnanotated),""
ERR3771478,PRJEB35849,Cervus elaphus,10,other,16510,,"[""Cervids hologenomics - deep""]",(unnanotated),""
ERR10048401,PRJEB52849,Equus asinus asinus,16,other,113898,,,(unnanotated),""
ERR7438474,PRJEB48889,Rinodina peloleuca,15,other,12157,,,(unnanotated),""
SRR27069943,PRJNA1048085,freshwater sediment metagenome,15,other,90240,,,(unnanotated),""
SRR24963471,PRJNA984925,bovine metagenome,8,other,10472,"[""Bos taurus""]",,(unnanotated),""
SRR17418328,PRJNA792486,goat gut metagenome,10,other,27449,"[""Black goat""]",,(unnanotated),""
SRR15377966,PRJNA714922,soil metagenome,15,other,106793,,,(unnanotated),""
SRR30410468,PRJNA1152756,marine metagenome,16,other,45078,"[""None""]",,(unnanotated),""
SRR13741611,PRJNA600179,mouse gut metagenome,13,other,14459,"[""Mus musculus""]",,(unnanotated),""
SRR28806302,PRJNA1103961,Equus asinus,11,other,12969,,,(unnanotated),""
SRR11343835,PRJNA611818,marine sediment metagenome,12,other,35279,,,(unnanotated),""
SRR5468436,PRJNA365085,freshwater sediment metagenome,10,other,19983,"[""not applicable""]",,(unnanotated),""
SRR17418348,PRJNA792486,goat gut metagenome,12,other,26194,"[""Black goat""]",,(unnanotated),""
ERR2607518,PRJEB27054,wastewater metagenome,13,other,14737,,,(unnanotated),""
SRR22518914,PRJNA903516,bovine metagenome,8,other,7020,"[""Vertebrates:bos_taurus""]",,(unnanotated),""
SRR16686517,PRJNA776705,marine metagenome,8,other,25192,"[""Missing""]",,(unnanotated),""
SRR30201828,PRJNA1146790,anaerobic digester metagenome,16,other,12849,"[""Sus scrofa""]",,(unnanotated),""
SRR12447087,PRJNA656110,wastewater metagenome,11,other,8202,,,(unnanotated),""
SRR11834743,PRJNA620639,soil metagenome,11,other,53640,"[""not applicable""]",,(unnanotated),""
SRR8554898,PRJNA520979,soil metagenome,16,other,117588,"[""soil""]",,(unnanotated),""
SRR8451827,PRJNA203445,food metagenome,13,other,97392,"[""Chicken""]",,(unnanotated),""
SRR14708362,PRJNA723166,marine sediment metagenome,8,other,53779,,,(unnanotated),""
SRR5947207,PRJNA365690,soil metagenome,8,other,26181,"[""not applicable""]",,(unnanotated),""
SRR8451839,PRJNA203445,food metagenome,9,other,104114,"[""Chicken""]",,(unnanotated),""
SRR11713590,PRJNA621524,wetland metagenome,8,other,14814,"[""not applicable""]",,(unnanotated),""
ERR12731951,PRJEB68161,clothing metagenome,14,other,1800,,,(unnanotated),""
SRR11482334,PRJNA623064,dust metagenome,16,other,12722,"[""Sus scrofa""]",,(unnanotated),""
SRR10769909,PRJNA591725,wastewater metagenome,16,other,13045,"[""pig faeces of farm A""]",,(unnanotated),""
SRR7615673,PRJNA469104,seawater metagenome,13,other,31085,"[""not applicable""]",,(unnanotated),""
SRR5574263,PRJNA375580,rhizosphere metagenome,12,other,40724,"[""not applicable""]",,(unnanotated),""
SRR8242835,PRJNA506496,fermentation metagenome,15,other,1132,,,(unnanotated),""
SRR11343826,PRJNA611818,marine sediment metagenome,8,other,41190,,,(unnanotated),""
SRR12683097,PRJNA654164,sediment metagenome,9,other,50438,"[""not applicable""]",,(unnanotated),""
SRR14578334,PRJNA729725,aquatic metagenome,8,other,29148,,"[""glacial retreat""]",(unnanotated),""
SRR29366200,PRJNA1119519,wetland metagenome,16,other,44258,,,(unnanotated),""
ERR3562960,PRJEB34633,wastewater metagenome,8,other,,,,(unnanotated),""
SRR20217218,PRJNA808857,freshwater sediment metagenome,11,other,59908,,,(unnanotated),""
SRR29483036,PRJNA1125628,rhizosphere metagenome,12,other,84946,"[""Secale cereale""]",,(unnanotated),""
ERR4352771,PRJEB38290,marine metagenome,9,other,44739,,"[""2018 Helgoland Spring Bloom Metagenomes""]",(unnanotated),""
ERR2098411,PRJEB87662,marine metagenome,8,other,20487,,"[""EuroMarine Open Science Experiment (EMOSE) 2017 edition: Inter-Comparison of Marine Plankton Metagenome Analysis Methods""]",(unnanotated),""
SRR26457491,PRJNA1029110,soil metagenome,15,other,57951,"[""not applicable""]",,(unnanotated),""
SRR9651506,PRJNA539065,wetland metagenome,16,other,76107,,,(unnanotated),""
SRR13059286,PRJNA678365,bovine metagenome,11,other,6697,"[""Capra aegagrus hircus""]",,(unnanotated),""
SRR24887509,PRJNA972113,soil metagenome,13,other,73090,,,(unnanotated),""
SRR9663010,PRJNA539357,marine metagenome,13,other,42633,"[""not applicable""]",,(unnanotated),""
SRR16915473,PRJNA779554,soil metagenome,12,other,52372,"[""apple orchard soil""]",,(unnanotated),""
SRR6512892,PRJNA420682,bovine metagenome,13,other,5873,"[""Bos taurus""]",,(unnanotated),""
SRR14493009,PRJNA728386,wastewater metagenome,13,other,16923,,,(unnanotated),""
SRR15145666,PRJNA742377,sponge metagenome,9,other,131122,"[""Halichondria panicea""]",,(unnanotated),""
SRR11704904,PRJNA621518,wetland metagenome,9,other,23102,"[""not applicable""]",,(unnanotated),""
SRR30312860,PRJNA1148974,cave metagenome,10,other,67730,,,(unnanotated),""
SRR26090905,PRJNA1017975,sediment metagenome,16,other,59210,"[""mangrove""]",,(unnanotated),""
SRR10143166,PRJNA1007388,wetland metagenome,16,other,64255,,,(unnanotated),""
SRR10613492,PRJNA486429,air metagenome,9,other,7809,,,(unnanotated),""
SRR5584097,PRJNA375663,rhizosphere metagenome,11,other,55730,"[""not applicable""]",,(unnanotated),""
SRR21130515,PRJNA870680,biofilm metagenome,9,other,21654,,,(unnanotated),""
SRR29660185,PRJNA1128034,rhizosphere metagenome,15,other,97876,"[""Triticum aestivum cv. Gallant""]",,(unnanotated),""
SRR21607485,PRJNA879230,hydrothermal vent metagenome,13,other,77040,,,(unnanotated),""
SRR20217172,PRJNA808857,freshwater sediment metagenome,16,other,71450,,,(unnanotated),""
SRR11482317,PRJNA623064,dust metagenome,16,other,12188,"[""Sus scrofa""]",,(unnanotated),""
SRR26824592,PRJNA1040231,bovine gut metagenome,13,other,32673,"[""Bos taurus""]",,(unnanotated),""
ERR2683265,PRJEB27621,wastewater metagenome,8,other,13412,,,(unnanotated),""
SRR12447083,PRJNA656110,wastewater metagenome,13,other,8387,,,(unnanotated),""
SRR15532677,PRJNA756367,wetland metagenome,16,other,162654,,,(unnanotated),""
SRR19747147,PRJNA709570,soil metagenome,10,other,39514,"[""not applicable""]",,(unnanotated),""
SRR8242833,PRJNA506496,fermentation metagenome,14,other,933,,,(unnanotated),""
SRR17023478,PRJNA779163,bovine gut metagenome,13,other,21183,"[""cattle""]",,(unnanotated),""
ERR4998611,PRJEB41762,soil metagenome,14,other,81589,,"[""DARKFUNCTIONS""]",(unnanotated),""
SRR12953260,PRJNA650765,wetland metagenome,12,other,44672,"[""not applicable""]",,(unnanotated),""
SRR11343831,PRJNA611818,marine sediment metagenome,14,other,33287,,,(unnanotated),""
SRR23978765,PRJNA928765,soil metagenome,9,other,42735,,,(unnanotated),""
SRR16526567,PRJNA708972,bioreactor sludge metagenome,16,other,48932,,,(unnanotated),""
SRR5919206,PRJNA317932,soil metagenome,9,other,30048,,,(unnanotated),""
SRR9617649,PRJNA539323,sediment metagenome,15,other,69031,"[""not applicable""]",,(unnanotated),""
SRR11729960,PRJNA621238,rhizosphere metagenome,10,other,55683,"[""Populus deltoides""]",,(unnanotated),""
SRR9043861,PRJNA539698,soil metagenome,11,other,48700,"[""not applicable""]",,(unnanotated),""
SRR25158497,PRJNA983538,soil metagenome,8,other,24205,,,(unnanotated),""
SRR10360628,PRJNA577476,soil metagenome,8,other,24459,,,(unnanotated),""
ERR4682330,PRJEB40815,wastewater metagenome,10,other,18051,,,(unnanotated),""
SRR30201826,PRJNA1146790,anaerobic digester metagenome,16,other,13693,"[""Sus scrofa""]",,(unnanotated),""
SRR5248581,PRJNA366152,rhizosphere metagenome,13,other,50110,"[""not applicable""]",,(unnanotated),""
